,学工号,交易额,交易时间,商户名称,交易日期,具体时间,节假日,气温,平均风速,特殊天象,时间戳,Mealtime_N,Mealtime_A,Mealtime_E,Eight
155,2021****29,18.0,2022/11/15 12:14,学苑食堂香恋香拌砂锅,2022-11-15,12:14,0,-6,2,1,1668485640.0,0,0,0,0
156,2021****29,12.28,2022/11/14 17:23,美食林小猪憨尼麻辣烫,2022-11-14,17:23,0,-6,2,1,1668417780.0,0,0,0,0
157,2021****29,3.0,2022/11/14 12:15,民族餐厅真味主题烧烤吧,2022-11-14,12:15,0,-6,2,1,1668399300.0,0,0,0,0
158,2021****29,13.0,2022/11/14 12:05,民族餐厅金家店,2022-11-14,12:05,0,-6,2,1,1668398700.0,0,0,0,0
159,2021****29,18.0,2022/11/13 11:26,学苑食堂香恋香拌砂锅,2022-11-13,11:26,1,-6,4,0,1668309960.0,-1,-1,-1,-1
160,2021****29,12.0,2022/11/12 12:03,民族餐厅金家店,2022-11-12,12:03,1,-2,6,0,1668225780.0,-1,-1,-1,-1
161,2021****29,13.56,2022/11/11 17:40,阳光副食二组,2022-11-11,17:40,0,7,6,1,1668159600.0,0,0,0,0
162,2021****29,2.2,2022/11/11 08:00,学苑食堂副食三组,2022-11-11,08:00,0,7,6,1,1668124800.0,0,0,0,0
163,2021****29,12.0,2022/11/10 18:16,美食林老上客砂锅,2022-11-10,18:16,0,-1,1,0,1668075360.0,0,0,0,0
164,2021****29,11.0,2022/11/10 11:40,学苑食堂包子,2022-11-10,11:40,0,-1,1,0,1668051600.0,0,0,0,0
165,2021****29,13.8,2022/11/09 17:21,阳光川蜀源烤鱼,2022-11-09,17:21,0,2,0,1,1667985660.0,0,0,0,0
166,2021****29,10.75,2022/11/09 12:01,学苑食堂副食三组,2022-11-09,12:01,0,2,0,1,1667966460.0,0,0,0,0
167,2021****29,1.4,2022/11/09 11:59,学苑食堂主食二组,2022-11-09,11:59,0,2,0,1,1667966340.0,0,0,0,0
168,2021****29,10.68,2022/11/08 17:26,阳光副食二组,2022-11-08,17:26,0,6,5,0,1667899560.0,0,0,0,0
169,2021****29,22.85,2022/11/08 11:42,学苑食堂包子,2022-11-08,11:42,0,6,5,0,1667878920.0,0,0,0,0
170,2021****29,13.0,2022/11/07 17:50,阳光川蜀源烤鱼,2022-11-07,17:50,0,-1,4,0,1667814600.0,0,0,0,0
171,2021****29,16.0,2022/11/07 11:39,学苑食堂副食三组,2022-11-07,11:39,0,-1,4,0,1667792340.0,0,0,0,0
172,2021****29,16.1,2022/11/06 17:34,百味佳主食二组,2022-11-06,17:34,1,1,1,0,1667727240.0,-1,-1,-1,-1
173,2021****29,8.0,2022/11/06 11:46,学苑食堂包子,2022-11-06,11:46,1,1,1,0,1667706360.0,-1,-1,-1,-1
174,2021****29,12.0,2022/11/05 17:59,学苑食堂香恋香拌砂锅,2022-11-05,17:59,1,-2,2,0,1667642340.0,-1,-1,-1,-1
175,2021****29,13.0,2022/11/05 11:33,美食林90后串炒饭,2022-11-05,11:33,1,-2,2,0,1667619180.0,-1,-1,-1,-1
176,2021****29,11.16,2022/11/04 17:43,阳光副食二组,2022-11-04,17:43,0,-4,2,0,1667554980.0,0,0,0,0
177,2021****29,9.0,2022/11/04 11:59,学苑食堂副食三组,2022-11-04,11:59,0,-4,2,0,1667534340.0,0,0,0,0
178,2021****29,13.8,2022/11/03 18:07,阳光川蜀源烤鱼,2022-11-03,18:07,0,-6,4,0,1667470020.0,0,0,0,0
